epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,3189.99,0.76709,3.29777,1.19881,0.21697,0.31563,0.21682,0.18464,0.56437,2.51434,1.07871,3.54172e-05,3.54172e-05,3.54172e-05
16,3404.39,0.75003,3.23466,1.18474,0.25903,0.31952,0.23889,0.20304,0.56764,2.4505,1.07975,3.4447e-05,3.4447e-05,3.4447e-05
17,15388.2,0.75257,3.18618,1.18733,0.25601,0.33953,0.25466,0.2171,0.5646,2.40524,1.07904,3.34768e-05,3.34768e-05,3.34768e-05
18,15601.3,0.74952,3.12542,1.18112,0.25297,0.35603,0.27439,0.23382,0.55934,2.33396,1.07191,3.25066e-05,3.25066e-05,3.25066e-05
19,15810.6,0.75246,3.07951,1.18423,0.26244,0.36632,0.28402,0.2404,0.56941,2.30422,1.07539,3.15364e-05,3.15364e-05,3.15364e-05
20,16031.6,0.74429,3.01742,1.17349,0.25359,0.38351,0.29792,0.25312,0.55967,2.25489,1.07323,3.05662e-05,3.05662e-05,3.05662e-05
21,16262.9,0.73355,2.97516,1.17117,0.28875,0.38477,0.31134,0.26521,0.55923,2.22048,1.07048,2.9596e-05,2.9596e-05,2.9596e-05
22,16470.8,0.73567,2.93288,1.17247,0.29448,0.40342,0.32477,0.27698,0.55334,2.18493,1.06533,2.86258e-05,2.86258e-05,2.86258e-05
23,16679.3,0.74103,2.90193,1.17443,0.30144,0.40681,0.33496,0.28542,0.55822,2.16271,1.06462,2.76556e-05,2.76556e-05,2.76556e-05
24,16884.8,0.72322,2.85849,1.16127,0.31975,0.40616,0.3464,0.29536,0.55304,2.13035,1.06315,2.66854e-05,2.66854e-05,2.66854e-05
25,17093.9,0.73704,2.82775,1.16881,0.323,0.42404,0.36073,0.30771,0.55571,2.08673,1.06524,2.57152e-05,2.57152e-05,2.57152e-05
26,17315.4,0.72953,2.7907,1.16581,0.3342,0.42913,0.36652,0.31363,0.55138,2.07688,1.06071,2.4745e-05,2.4745e-05,2.4745e-05
27,17526,0.7207,2.76447,1.15699,0.33454,0.44253,0.37902,0.32371,0.55386,2.02825,1.0651,2.37748e-05,2.37748e-05,2.37748e-05
28,17732.5,0.71713,2.71855,1.15521,0.33725,0.43142,0.38224,0.32658,0.55389,2.01415,1.06116,2.28046e-05,2.28046e-05,2.28046e-05
29,17943.9,0.72201,2.70553,1.15992,0.34279,0.44963,0.39075,0.33424,0.54889,1.99711,1.05948,2.18344e-05,2.18344e-05,2.18344e-05
30,18152.1,0.71401,2.66275,1.14923,0.34843,0.44877,0.39278,0.3372,0.54737,1.98269,1.05763,2.08642e-05,2.08642e-05,2.08642e-05
31,18375.7,0.71364,2.6534,1.14683,0.35508,0.45265,0.40317,0.3461,0.54545,1.95579,1.05896,1.9894e-05,1.9894e-05,1.9894e-05
32,18584.8,0.70722,2.62547,1.14947,0.35963,0.47675,0.41639,0.35677,0.55081,1.92828,1.05877,1.89238e-05,1.89238e-05,1.89238e-05
33,18798.9,0.70699,2.59871,1.14817,0.36667,0.47443,0.41867,0.36013,0.54388,1.92006,1.05472,1.79536e-05,1.79536e-05,1.79536e-05
34,19005.9,0.70955,2.5856,1.15284,0.38083,0.48039,0.42849,0.36765,0.54739,1.90257,1.05701,1.69834e-05,1.69834e-05,1.69834e-05
35,19230.4,0.70693,2.57507,1.1478,0.38153,0.49041,0.43803,0.37625,0.54614,1.88276,1.05765,1.60132e-05,1.60132e-05,1.60132e-05
36,19438.2,0.70082,2.54388,1.14382,0.38547,0.47939,0.43639,0.37472,0.54578,1.87871,1.05642,1.5043e-05,1.5043e-05,1.5043e-05
37,19643.8,0.70242,2.53414,1.1461,0.39014,0.48839,0.44395,0.38093,0.54414,1.85167,1.05601,1.40728e-05,1.40728e-05,1.40728e-05
38,20445.2,0.70151,2.50748,1.14347,0.39274,0.48606,0.44891,0.38557,0.54444,1.83868,1.05516,1.31026e-05,1.31026e-05,1.31026e-05
39,20674.5,0.69678,2.49854,1.13999,0.39113,0.48371,0.45268,0.38885,0.54362,1.83097,1.05471,1.21324e-05,1.21324e-05,1.21324e-05
40,20882.7,0.69154,2.48513,1.13765,0.40512,0.50104,0.45929,0.39425,0.54087,1.816,1.05158,1.11622e-05,1.11622e-05,1.11622e-05
41,21095.6,0.50061,2.36739,1.03922,0.36578,0.49226,0.43487,0.37106,0.54788,1.80496,1.06269,1.0192e-05,1.0192e-05,1.0192e-05
42,21292.9,0.48914,2.23933,1.02989,0.39373,0.48507,0.44485,0.38119,0.54218,1.77698,1.05865,9.2218e-06,9.2218e-06,9.2218e-06
43,21504.1,0.48307,2.2108,1.02191,0.40903,0.48846,0.45129,0.38699,0.53874,1.75799,1.05442,8.2516e-06,8.2516e-06,8.2516e-06
44,21701.1,0.47608,2.15967,1.01352,0.41169,0.49351,0.45983,0.3953,0.53924,1.73917,1.05362,7.2814e-06,7.2814e-06,7.2814e-06
45,21896.7,0.47325,2.12417,1.01085,0.41984,0.48579,0.46429,0.3989,0.53689,1.72923,1.05089,6.3112e-06,6.3112e-06,6.3112e-06
46,22096.1,0.47215,2.12588,1.0147,0.41584,0.49631,0.46799,0.40362,0.53502,1.72002,1.05065,5.341e-06,5.341e-06,5.341e-06
47,22299.2,0.46952,2.10915,1.0069,0.43216,0.49409,0.47357,0.40802,0.53444,1.71054,1.04908,4.3708e-06,4.3708e-06,4.3708e-06
48,22497.8,0.46741,2.10742,1.00384,0.44344,0.48832,0.47623,0.41038,0.53385,1.70738,1.04889,3.4006e-06,3.4006e-06,3.4006e-06
49,22697.9,0.46223,2.08053,1.00155,0.43995,0.49041,0.4787,0.41321,0.53294,1.69724,1.04917,2.4304e-06,2.4304e-06,2.4304e-06
50,22895.1,0.4623,2.07804,1.00175,0.43424,0.49691,0.47909,0.41338,0.53284,1.69907,1.04862,1.4602e-06,1.4602e-06,1.4602e-06
