epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,4625.52,0.75105,3.16375,1.18387,0.27346,0.3365,0.26438,0.22454,0.57027,2.38342,1.08343,4.17235e-05,4.17235e-05,4.17235e-05
17,4834.47,0.75662,3.10971,1.18665,0.2586,0.36911,0.28164,0.23836,0.57084,2.33764,1.08434,4.12384e-05,4.12384e-05,4.12384e-05
18,5160.99,0.7486,3.04226,1.17875,0.26418,0.38886,0.29905,0.25448,0.56245,2.25758,1.0757,4.07533e-05,4.07533e-05,4.07533e-05
19,5369.79,0.75376,2.98734,1.18376,0.27038,0.38471,0.31258,0.26446,0.56575,2.22845,1.07349,4.02682e-05,4.02682e-05,4.02682e-05
20,5578.81,0.74199,2.92302,1.17073,0.28908,0.4041,0.3307,0.28212,0.55812,2.16609,1.06978,3.97831e-05,3.97831e-05,3.97831e-05
21,5785.4,0.7331,2.86774,1.16818,0.30712,0.41611,0.34283,0.29167,0.55762,2.13357,1.07131,3.9298e-05,3.9298e-05,3.9298e-05
22,5991.77,0.73896,2.82793,1.17069,0.3173,0.42755,0.36283,0.3095,0.55542,2.08448,1.06683,3.88129e-05,3.88129e-05,3.88129e-05
23,6209.94,0.74016,2.78671,1.17093,0.31474,0.43581,0.36355,0.30913,0.56482,2.07999,1.06989,3.83278e-05,3.83278e-05,3.83278e-05
24,6582.4,0.72003,2.73923,1.15877,0.35838,0.43834,0.37803,0.32114,0.56195,2.0323,1.06707,3.78427e-05,3.78427e-05,3.78427e-05
25,6857.48,0.736,2.70279,1.16681,0.33687,0.44616,0.39284,0.33458,0.5566,1.98484,1.0652,3.73576e-05,3.73576e-05,3.73576e-05
26,7072.09,0.72904,2.6534,1.16263,0.35543,0.45669,0.40138,0.34319,0.55391,1.97319,1.06103,3.68725e-05,3.68725e-05,3.68725e-05
27,7319.32,0.72228,2.62877,1.15523,0.37119,0.46793,0.42226,0.36001,0.5565,1.91483,1.06682,3.63874e-05,3.63874e-05,3.63874e-05
28,7554.14,0.71499,2.571,1.15083,0.37152,0.46665,0.42066,0.35944,0.55444,1.90587,1.06197,3.59023e-05,3.59023e-05,3.59023e-05
29,7762.77,0.71945,2.55204,1.15583,0.38804,0.48883,0.4418,0.37843,0.55172,1.86359,1.06179,3.54172e-05,3.54172e-05,3.54172e-05
30,7969.32,0.71297,2.49883,1.14624,0.38069,0.48864,0.43943,0.37658,0.5493,1.85949,1.06155,3.49321e-05,3.49321e-05,3.49321e-05
31,8174.99,0.7135,2.48201,1.14392,0.40231,0.49449,0.45821,0.39183,0.54903,1.81212,1.05965,3.4447e-05,3.4447e-05,3.4447e-05
32,8382.59,0.70707,2.44938,1.14662,0.40908,0.51261,0.47057,0.40176,0.55371,1.78937,1.06077,3.39619e-05,3.39619e-05,3.39619e-05
33,8592.66,0.70211,2.41557,1.14186,0.42014,0.49965,0.47138,0.40353,0.5446,1.78396,1.05564,3.34768e-05,3.34768e-05,3.34768e-05
34,8831.6,0.70755,2.39534,1.14934,0.42041,0.50906,0.48757,0.41751,0.54781,1.74815,1.06189,3.29917e-05,3.29917e-05,3.29917e-05
35,9045.05,0.70428,2.37836,1.14332,0.43841,0.52011,0.50175,0.42916,0.5484,1.71932,1.06035,3.25066e-05,3.25066e-05,3.25066e-05
36,9255.59,0.69328,2.33752,1.13562,0.44344,0.52099,0.5001,0.42922,0.54711,1.71518,1.0571,3.20215e-05,3.20215e-05,3.20215e-05
37,9464.85,0.69679,2.31689,1.13995,0.47212,0.51173,0.5133,0.43985,0.54536,1.67528,1.05674,3.15364e-05,3.15364e-05,3.15364e-05
38,9682.88,0.69668,2.27712,1.13768,0.46741,0.53059,0.52267,0.44724,0.54524,1.65438,1.06052,3.10513e-05,3.10513e-05,3.10513e-05
39,9889.23,0.68972,2.26289,1.13314,0.48096,0.53084,0.53165,0.4563,0.54388,1.63617,1.05627,3.05662e-05,3.05662e-05,3.05662e-05
40,11571.7,0.68406,2.24056,1.12983,0.49294,0.54,0.53714,0.45988,0.54359,1.62649,1.05227,3.00811e-05,3.00811e-05,3.00811e-05
41,11809.3,0.68933,2.22188,1.13172,0.4982,0.54011,0.54556,0.46705,0.54305,1.59892,1.05691,2.9596e-05,2.9596e-05,2.9596e-05
42,12031.7,0.68812,2.20386,1.13038,0.48752,0.54744,0.54754,0.47197,0.53772,1.59545,1.04909,2.91109e-05,2.91109e-05,2.91109e-05
43,12240.7,0.68892,2.17749,1.12864,0.51812,0.53683,0.55048,0.47331,0.54086,1.58445,1.05421,2.86258e-05,2.86258e-05,2.86258e-05
44,12459.4,0.68311,2.14721,1.13032,0.49555,0.55248,0.55793,0.48003,0.5424,1.55853,1.05349,2.81407e-05,2.81407e-05,2.81407e-05
45,12695.4,0.68343,2.1304,1.12438,0.51507,0.55444,0.56427,0.48566,0.54169,1.54554,1.05396,2.76556e-05,2.76556e-05,2.76556e-05
46,12965.3,0.6797,2.1125,1.12505,0.50934,0.56029,0.56914,0.48959,0.54003,1.53445,1.05009,2.71705e-05,2.71705e-05,2.71705e-05
47,13214,0.66651,2.09389,1.1179,0.52928,0.55841,0.57452,0.49536,0.53993,1.53217,1.05084,2.66854e-05,2.66854e-05,2.66854e-05
48,13465.3,0.6799,2.07462,1.12456,0.53529,0.55643,0.57566,0.49661,0.53699,1.52319,1.04906,2.62003e-05,2.62003e-05,2.62003e-05
49,13713.6,0.6795,2.07393,1.1254,0.53494,0.56347,0.57795,0.49834,0.53759,1.50806,1.0487,2.57152e-05,2.57152e-05,2.57152e-05
50,13965.2,0.66953,2.0363,1.11829,0.5484,0.55545,0.58335,0.50331,0.53901,1.49159,1.04967,2.52301e-05,2.52301e-05,2.52301e-05
51,14216.8,0.67606,2.03081,1.123,0.53536,0.57613,0.58763,0.50666,0.53777,1.48435,1.04845,2.4745e-05,2.4745e-05,2.4745e-05
52,14462,0.67503,2.00897,1.11724,0.5425,0.57727,0.59338,0.51179,0.5378,1.47227,1.05083,2.42599e-05,2.42599e-05,2.42599e-05
53,14735.5,0.66856,1.99642,1.12071,0.56581,0.56287,0.59561,0.51316,0.53801,1.47757,1.04849,2.37748e-05,2.37748e-05,2.37748e-05
54,14990.2,0.66726,1.97771,1.11719,0.54953,0.57633,0.59918,0.51583,0.54111,1.45418,1.05192,2.32897e-05,2.32897e-05,2.32897e-05
